percentage,n_points,sample_path,bottleneck_h0,bottleneck_h1,wasserstein_h0,wasserstein_h1,normalized_bottleneck_h0,normalized_bottleneck_h1,normalized_wasserstein_h0,normalized_wasserstein_h1
1,14,states/VA/samples/fps__pct01.csv,0.17182730697974474,0.30971049078698887,2.4027393092985085,0.7537910815683401,8.935717459773816,5.332429209969661,2.767557930942991,1.9416628655535526
2,27,states/VA/samples/fps__pct02.csv,0.14861139556420316,0.055336724078000714,1.8647911299398736,0.5680132254731823,7.72839582605426,0.9527580519076136,2.147930681137437,1.4631244837095958
3,41,states/VA/samples/fps__pct03.csv,0.053280353091497805,0.055336724078000714,1.4293808434205229,0.5335058965189314,2.7707946411494064,0.9527580519076136,1.6464101095933676,1.3742383176906159
4,55,states/VA/samples/fps__pct04.csv,0.04378484461974572,0.058080563021435966,1.1060590147818716,0.5000875650515959,2.2769896555980274,1.0,1.2739968862224416,1.2881572604514127
5,69,states/VA/samples/fps__pct05.csv,0.019229268131324074,0.058080563021435966,0.8681803124821391,0.3882193427814464,1.0,1.0,1.0,1.0
6,82,states/VA/samples/fps__pct06.csv,0.013794909746384662,0.058080563021435966,0.7028856651322456,0.3219534001646667,0.717391304347826,1.0,0.8096079293973922,0.8293079831056099
7,96,states/VA/samples/fps__pct07.csv,0.011391251229969153,0.058080563021435966,0.5397212127408613,0.31096254420903885,0.5923913043478262,1.0,0.6216694907510527,0.8009970394084657
8,110,states/VA/samples/fps__pct08.csv,0.007890270347363955,0.058080563021435966,0.43678633285338564,0.2615405325137998,0.4103260869565218,1.0,0.5031055491279314,0.6736926878500171
9,124,states/VA/samples/fps__pct09.csv,0.007890270347363955,0.058080563021435966,0.37316717733513577,0.2126753979360532,0.4103260869565218,1.0,0.4298268135892714,0.5478227756822046
10,137,states/VA/samples/fps__pct10.csv,0.007890270347363955,0.020650823767664493,0.3134277083068771,0.1599863599232508,0.4103260869565218,0.3555548137514237,0.3610168346374765,0.41210301057388943
11,151,states/VA/samples/fps__pct11.csv,0.007890270347363955,0.00579149705022642,0.2661144922512648,0.10334900816145964,0.4103260869565218,0.09971489167708197,0.3065198420480648,0.2662129285496252
12,165,states/VA/samples/fps__pct12.csv,0.007890270347363955,0.00579149705022642,0.2309634025513865,0.09075245532020826,0.4103260869565218,0.09971489167708197,0.2660316056823024,0.2337659289977693
13,178,states/VA/samples/fps__pct13.csv,0.007890270347363955,0.00579149705022642,0.19804054310050562,0.08324297439064346,0.4103260869565218,0.09971489167708197,0.22810992169852948,0.214422531845628
14,192,states/VA/samples/fps__pct14.csv,0.007890270347363955,0.00579149705022642,0.17511535127725755,0.07530206068236298,0.4103260869565218,0.09971489167708197,0.20170389579164774,0.19396782278505723
15,206,states/VA/samples/fps__pct15.csv,0.0032135869295555177,0.00579149705022642,0.14073034365912815,0.06744871041111078,0.1671195652173913,0.09971489167708197,0.16209805916558764,0.17373866517795328
16,220,states/VA/samples/fps__pct16.csv,0.0032135869295555177,0.00579149705022642,0.1273963866273752,0.05632167254371132,0.1671195652173913,0.09971489167708197,0.1467395479899184,0.1450769354772166
17,233,states/VA/samples/fps__pct17.csv,0.0029784464225148704,0.00579149705022642,0.10977352469300172,0.05579650421320851,0.1548913043478261,0.09971489167708197,0.1264409283587159,0.14372417359075265
18,247,states/VA/samples/fps__pct18.csv,0.0029784464225148704,0.00579149705022642,0.09439080904787726,0.0528372936945452,0.1548913043478261,0.09971489167708197,0.10872258641527205,0.13610165149419334
19,261,states/VA/samples/fps__pct19.csv,0.0029784464225148704,0.00579149705022642,0.08227075518750705,0.052982936149924005,0.1548913043478261,0.09971489167708197,0.09476229074153256,0.13647680656589928
20,275,states/VA/samples/fps__pct20.csv,0.0029784464225148704,0.00579149705022642,0.0715181573701349,0.05022941088030324,0.1548913043478261,0.09971489167708197,0.08237707805843181,0.12938410157625918
21,288,states/VA/samples/fps__pct21.csv,0.0029784464225148704,0.00579149705022642,0.06436297101650416,0.04766800789062189,0.1548913043478261,0.09971489167708197,0.07413548786022292,0.12278627733769894
22,302,states/VA/samples/fps__pct22.csv,0.0029784464225148704,0.00579149705022642,0.05878237422499579,0.044367463173723094,0.1548913043478261,0.09971489167708197,0.0677075641774647,0.11428452496943305
23,316,states/VA/samples/fps__pct23.csv,0.0029784464225148704,0.00579149705022642,0.05331105629912325,0.04217677405060178,0.1548913043478261,0.09971489167708197,0.061405511657718,0.10864160901520509
24,330,states/VA/samples/fps__pct24.csv,0.0029784464225148704,0.00579149705022642,0.048963109019997716,0.03993157921405121,0.1548913043478261,0.09971489167708197,0.056397396158421896,0.10285829378813632
25,343,states/VA/samples/fps__pct25.csv,0.0029784464225148704,0.00579149705022642,0.04587872649512127,0.03835080341427105,0.1548913043478261,0.09971489167708197,0.05284469808345847,0.098786431246578
26,357,states/VA/samples/fps__pct26.csv,0.0029784464225148704,0.00579149705022642,0.0427344711351238,0.036934772685004384,0.1548913043478261,0.09971489167708197,0.04922303641388201,0.09513892950408023
27,371,states/VA/samples/fps__pct27.csv,0.0006662314366151683,0.00579149705022642,0.03451512215787744,0.03647483522113513,0.03464673913043478,0.09971489167708197,0.03975570703647754,0.09395419342015927
28,384,states/VA/samples/fps__pct28.csv,0.000610712150230571,0.00579149705022642,0.030051493333253666,0.03302709069335643,0.031759510869565216,0.09971489167708197,0.03461434554687844,0.0850732744451363
29,398,states/VA/samples/fps__pct29.csv,0.000610712150230571,0.00579149705022642,0.026429520104502714,0.03146320362267421,0.031759510869565216,0.09971489167708197,0.0304424319746901,0.08104491496289734
30,412,states/VA/samples/fps__pct30.csv,0.000610712150230571,0.00579149705022642,0.02419687343062789,0.03081458001523729,0.031759510869565216,0.09971489167708197,0.027870792602343986,0.07937414914584717
32,439,states/VA/samples/fps__pct32.csv,0.000610712150230571,0.0015628482889422151,0.021083847649254795,0.011758045807568243,0.031759510869565216,0.026908284073716884,0.024285102237547627,0.030287119965033794
34,467,states/VA/samples/fps__pct34.csv,0.00038210332394105243,0.0015628482889422151,0.016167920009257385,0.010710669428760252,0.01987092391304348,0.026908284073716884,0.018622767386918836,0.02758922147470116
36,494,states/VA/samples/fps__pct36.csv,0.00038210332394105243,0.0015628482889422151,0.01397644506488054,0.010052357581197406,0.01987092391304348,0.026908284073716884,0.0160985510313194,0.025893500074406453
38,522,states/VA/samples/fps__pct38.csv,0.00038210332394105243,0.00040285856152785077,0.010730789401382827,0.007844266321664559,0.01987092391304348,0.006936202759934792,0.01236009299808165,0.020205758593745807
40,549,states/VA/samples/fps__pct40.csv,0.00038210332394105243,0.00040285856152785077,0.00887143190400481,0.007224847415885939,0.01987092391304348,0.006936202759934792,0.01021842096216311,0.018610220099087825
42,577,states/VA/samples/fps__pct42.csv,0.00038210332394105243,0.00040285856152785077,0.006669725688628068,0.006019556729454444,0.01987092391304348,0.006936202759934792,0.0076824198760730164,0.015505555921883159
44,604,states/VA/samples/fps__pct44.csv,0.00038210332394105243,0.00040285856152785077,0.005599140162254467,0.005440285095846081,0.01987092391304348,0.006936202759934792,0.006449282576157999,0.014013431316606928
46,632,states/VA/samples/fps__pct46.csv,0.00038210332394105243,0.00040285856152785077,0.00454716656675321,0.004336373570820388,0.01987092391304348,0.006936202759934792,0.005237583139558648,0.011169906011771317
48,659,states/VA/samples/fps__pct48.csv,0.00038210332394105243,0.00040285856152785077,0.0033791428148799854,0.0034188384129467,0.01987092391304348,0.006936202759934792,0.003892213133950217,0.008806460771511284
50,686,states/VA/samples/fps__pct50.csv,0.00025636846948181723,0.00040285856152785077,0.0024352257016253616,0.0026863117808966514,0.013332201086956522,0.006936202759934792,0.0028049768770533608,0.006919572223398845
52,714,states/VA/samples/fps__pct52.csv,0.00010205751173639221,0.00040285856152785077,0.0016850491293761741,0.0022666008525192884,0.005307404891304348,0.006936202759934792,0.0019408976512708474,0.005838454200349579
54,741,states/VA/samples/fps__pct54.csv,0.00010205751173639221,0.00040285856152785077,0.0013795041706264955,0.002039657779754375,0.005307404891304348,0.006936202759934792,0.001588960439200095,0.005253879843134528
56,769,states/VA/samples/fps__pct56.csv,7.021556807463783e-05,0.0001973804509998264,0.0009393710862496569,0.0012274766870888154,0.003651494565217391,0.0033983907994655387,0.0010819999863438303,0.0031618122845049504
58,796,states/VA/samples/fps__pct58.csv,7.021556807463783e-05,0.0001973804509998264,0.0007442790861250259,0.0006629801788492447,0.003651494565217391,0.0033983907994655387,0.0008572862980469138,0.0017077463840395992
60,824,states/VA/samples/fps__pct60.csv,4.32723849762303e-05,3.4921156715353896e-05,0.0003586805962493312,0.0002683130545566795,0.0022503396739130435,0.0006012537568285184,0.0004131406703105932,0.0006911377795715093
62,851,states/VA/samples/fps__pct62.csv,4.32723849762303e-05,3.4921156715353896e-05,0.00023143323287392332,0.00021240038748904135,0.0022503396739130435,0.0006012537568285184,0.0002665727724373899,0.0005471143863344676
64,879,states/VA/samples/fps__pct64.csv,4.32723849762303e-05,1.2146489292297009e-05,0.00015675924287498726,0.00011511771079836094,0.0022503396739130435,0.00020913174150557164,0.00018056069761223967,0.0002965274990514012
66,906,states/VA/samples/fps__pct66.csv,1.8166237089077814e-05,1.2146489292297009e-05,6.439939699971165e-05,7.764880878469625e-05,0.000944718070652174,0.00020913174150557164,7.41774445628615e-05,0.000200012725353589
68,934,states/VA/samples/fps__pct68.csv,4.541559272269453e-06,4.871248309931613e-06,3.0495616249772984e-05,4.331653066055956e-05,0.0002361795176630435,8.387054216629696e-05,3.512590162587955e-05,0.00011157746636273407
70,961,states/VA/samples/fps__pct70.csv,4.541559272269453e-06,3.5427260435866276e-06,1.6132514124462252e-05,2.5674133265080576e-05,0.0002361795176630435,6.099675793912506e-05,1.8581985668782536e-05,6.613306045271988e-05
72,989,states/VA/samples/fps__pct72.csv,4.541559272269453e-06,3.5427260435866276e-06,1.3493839874430476e-05,2.2638759308760903e-05,0.0002361795176630435,6.099675793912506e-05,1.5542669743168224e-05,5.8314351743946244e-05
74,1016,states/VA/samples/fps__pct74.csv,4.541559272269453e-06,2.10349358837956e-06,6.722606499247661e-06,6.730114366027881e-06,0.0002361795176630435,3.62168250263555e-05,7.743329815931485e-06,1.733585533840001e-05
76,1043,states/VA/samples/fps__pct76.csv,2.4717053623657487e-07,1.0122074426098456e-06,3.003719999847509e-07,1.2384793433259959e-06,1.2853871221127717e-05,1.7427645152755618e-05,3.459788199135538e-07,3.19015362411557e-06
78,1071,states/VA/samples/fps__pct78.csv,0.0,0.0,0.0,1.947979445166201e-13,0.0,0.0,0.0,5.017728975608626e-13
80,1098,states/VA/samples/fps__pct80.csv,0.0,0.0,0.0,1.9479953331220112e-13,0.0,0.0,0.0,5.017769900812653e-13
82,1126,states/VA/samples/fps__pct82.csv,0.0,0.0,0.0,1.9463944438957252e-13,0.0,0.0,0.0,5.013646228831714e-13
84,1153,states/VA/samples/fps__pct84.csv,0.0,0.0,0.0,1.9424791905996141e-13,0.0,0.0,0.0,5.00356107112664e-13
86,1181,states/VA/samples/fps__pct86.csv,0.0,0.0,0.0,1.942705705506945e-13,0.0,0.0,0.0,5.004144542588181e-13
88,1208,states/VA/samples/fps__pct88.csv,0.0,0.0,0.0,1.9397484343642544e-13,0.0,0.0,0.0,4.996527016059227e-13
90,1236,states/VA/samples/fps__pct90.csv,0.0,0.0,0.0,1.9323700624118352e-13,0.0,0.0,0.0,4.977521337723995e-13
92,1263,states/VA/samples/fps__pct92.csv,0.0,0.0,0.0,1.9300949785023222e-13,0.0,0.0,0.0,4.971661032327534e-13
94,1291,states/VA/samples/fps__pct94.csv,0.0,0.0,0.0,1.9441561320025583e-13,0.0,0.0,0.0,5.007880643126659e-13
96,1318,states/VA/samples/fps__pct96.csv,0.0,0.0,0.0,1.9490410218313507e-13,0.0,0.0,0.0,5.020463452096954e-13
98,1346,states/VA/samples/fps__pct98.csv,0.0,0.0,0.0,1.9497300704284479e-13,0.0,0.0,0.0,5.022238347165706e-13
100,1373,states/VA/samples/fps__pct100.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
